,electric_loadprofile,weather_region,weather_type,weather_year,p_pv,e_bat,production_sum [kWh],consumption_sum [kWh],battery_discharge [kWh],battery_charge [kWh],grid_feed [kWh],grid_supply [kWh],autarkiegrad,eigenverbrauch
0,LP_W_EFH,4,a,2015,1.0,1.5,942.63025,1000.0055,267.0509285885847,350.2669022270114,272.2906657668445,412.8818894052712,0.5871203814326309,0.7111373565967734
0,LP_W_EFH,4,a,2015,1.0,2.25,942.63025,1000.0055,301.3230519024073,394.3485467481172,228.1890603974261,378.5898052431359,0.6214122769893407,0.7579230452264543
0,LP_W_EFH,4,a,2015,2.0,1.75,1885.2605,1000.0055,339.1073911602828,482.5763298097804,1026.5909023358222,284.80484098532,0.71519672543269,0.455464694488734
0,LP_W_EFH,4,a,2015,1.75,1.5,1649.6029374999998,1000.0055,309.17003866123207,428.7247797572932,854.3532041502095,324.3105077462708,0.6756912759517115,0.4820855463285027
0,LP_W_EFH,4,a,2015,2.5,2.0,2356.575625,1000.0055,373.6645257276592,543.5955826136102,1421.7012745486795,235.06220643463035,0.7649390864003944,0.3967088263723005
0,LP_W_EFH,4,a,2015,0.75,1.25,706.9726875,1000.0055,214.9156732514576,274.31194250310114,140.0759888551617,492.5050706068053,0.5074976381561848,0.8018650630613482
0,LP_W_EFH,4,a,2015,0.5,2.5,471.315125,1000.0055,172.21762806450346,213.9917319256117,6.2425333493987285,576.7070122105071,0.4232961596606147,0.9867550752813232
0,LP_W_EFH,4,a,2015,0.25,2.5,235.6575625,1000.0055,44.17299491562297,54.6589497995477,0.092925,774.9268173839247,0.2250774446901294,0.9996056778360336
0,LP_W_EFH,4,a,2015,1.5,1.25,1413.945375,1000.0055,272.1537221853512,367.3371696952144,691.6922015014707,372.9357740113338,0.627066277124142,0.5108069846747293
0,LP_W_EFH,4,a,2015,0.25,0.25,235.6575625,1000.0055,34.964196679195005,43.7449428624346,11.000950506189234,784.1296341894289,0.2158746784998392,0.953318067158616
0,LP_W_EFH,4,a,2015,1.25,0.1,1178.2878125,1000.0055,38.350118151269854,45.456967444380965,792.8609798893277,621.6855166824388,0.378317902569097,0.3271075441176833
0,LP_W_EFH,4,a,2015,0.5,1.75,471.315125,1000.0055,167.53975510207434,208.2191251620696,12.015140112940015,581.3848851729352,0.4186183124263463,0.9745072044676266
0,LP_W_EFH,4,a,2015,1.5,2.25,1413.945375,1000.0055,349.5939802625215,485.5489937237443,573.5599084969081,295.575046958131,0.7044265786956861,0.5943549739346132
0,LP_W_EFH,4,a,2015,0.75,1.5,706.9726875,1000.0055,230.870738095336,294.37914810751005,119.99423959282856,476.5354621050026,0.5234671588256237,0.8302703319174144
0,LP_W_EFH,4,a,2015,0.25,1.5,235.6575625,1000.0055,44.172994915622965,54.6589497995477,0.092925,774.9268173839247,0.2250774446901294,0.9996056778360336
0,LP_W_EFH,4,a,2015,0.1,0.25,94.263025,1000.0055,1.2569948780834013,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,0.25,2.0,235.6575625,1000.0055,44.172994915622965,54.6589497995477,0.092925,774.9268173839247,0.2250774446901294,0.9996056778360336
0,LP_W_EFH,4,a,2015,2.0,0.5,1885.2605,1000.0055,157.23735852313675,193.34161213675645,1315.7341667569892,466.5834203706089,0.533419145824089,0.3020942375035231
0,LP_W_EFH,4,a,2015,1.5,1.75,1413.945375,1000.0055,318.9547322033913,443.4070205396063,615.632286788211,326.14470012442604,0.6738570936615588,0.564599667233813
0,LP_W_EFH,4,a,2015,1.25,0.75,1178.2878125,1000.0055,192.46868649389376,245.13897392270417,593.2513135816644,467.6392885104748,0.532363283491466,0.496514088248991
0,LP_W_EFH,4,a,2015,1.0,0.1,942.63025,1000.0055,37.73345403372619,44.76471010135652,577.7651972224103,642.1717032900406,0.3578318286349018,0.3870712326255069
0,LP_W_EFH,4,a,2015,0.5,0.75,471.315125,1000.0055,130.7781055036786,163.34366776174014,56.88226652128211,618.1382037793437,0.3818651959620784,0.8793116038419473
0,LP_W_EFH,4,a,2015,0.25,1.0,235.6575625,1000.0055,44.172994915622965,54.6589497995477,0.092925,774.9268173839247,0.2250774446901294,0.9996056778360336
0,LP_W_EFH,4,a,2015,0.1,2.25,94.263025,1000.0055,1.2569948780834008,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,0.75,1.75,706.9726875,1000.0055,241.85409891128336,308.1379944014613,106.27141603138386,465.58812402156167,0.5344144366990364,0.8496810160981164
0,LP_W_EFH,4,a,2015,0.0,1.0,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,1.75,0.75,1649.6029374999998,1000.0055,209.33990463162195,265.2525235841474,1017.744031724402,424.0592131769274,0.5759431191359171,0.3830369669037994
0,LP_W_EFH,4,a,2015,0.75,2.5,706.9726875,1000.0055,258.73727432826763,329.2003896288595,85.17082979842837,448.6667575990202,0.5513357100545745,0.8795274113069207
0,LP_W_EFH,4,a,2015,0.75,2.25,706.9726875,1000.0055,254.5995330087513,324.07372095713566,90.30307786673774,452.8100783151221,0.5471924121266112,0.8722679398180603
0,LP_W_EFH,4,a,2015,1.0,2.5,942.63025,1000.0055,307.9433859486716,402.9415783915272,219.59182082664853,371.9652632695041,0.628036782528192,0.7670435244077425
0,LP_W_EFH,4,a,2015,1.25,0.0,1178.2878125,1000.0055,0.0,0.0,838.3099874999999,660.0276749999999,0.3399759551322467,0.2885354676449223
0,LP_W_EFH,4,a,2015,2.0,0.0,1885.2605,1000.0055,0.0,0.0,1509.0050250000002,623.750025,0.376253405606269,0.1995774456633446
0,LP_W_EFH,4,a,2015,0.5,0.5,471.315125,1000.0055,103.3774802995572,130.2269457983107,90.02500677562423,645.5648472743776,0.3544387033127541,0.8089918994735756
0,LP_W_EFH,4,a,2015,1.5,1.0,1413.945375,1000.0055,241.8951027941843,316.65352214889805,742.4048121688802,403.2233565235941,0.5967788611926692,0.4749409522493892
0,LP_W_EFH,4,a,2015,2.25,1.0,2120.9180625,1000.0055,266.3420248205505,346.03575996476127,1390.609758750997,349.39093139520764,0.650610990244346,0.34433593483011
0,LP_W_EFH,4,a,2015,1.0,1.25,942.63025,1000.0055,244.28107132951988,321.1261882065417,301.44550137853224,435.6658682555541,0.5643365278935425,0.6802081183173019
0,LP_W_EFH,4,a,2015,0.0,0.1,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,1.5,0.25,1413.945375,1000.0055,85.12710864306113,102.17420405416532,956.8271198678606,559.9343402789648,0.4400687393429687,0.3232927263064455
0,LP_W_EFH,4,a,2015,0.0,2.5,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,1.0,0.75,942.63025,1000.0055,180.4830506069905,230.5487154844889,392.0279194161941,499.46883429369245,0.5005339127697872,0.5841127319898824
0,LP_W_EFH,4,a,2015,2.5,0.0,2356.575625,1000.0055,0.0,0.0,1965.275975,608.70585,0.3912974978637616,0.1660458700535019
0,LP_W_EFH,4,a,2015,1.75,2.0,1649.6029374999998,1000.0055,346.0633758302225,494.10191679725,788.87305293346,287.31415640048755,0.7126874238186813,0.5217800386988822
0,LP_W_EFH,4,a,2015,1.0,2.0,942.63025,1000.0055,293.47147262613595,384.2975524554932,238.23584771875585,386.4371775481129,0.6135649478446739,0.7472647968609581
0,LP_W_EFH,4,a,2015,0.1,0.0,94.263025,1000.0055,0.0,0.0,1.6671250000000006,907.4096,0.0925953907253509,0.982314115211134
0,LP_W_EFH,4,a,2015,1.5,0.1,1413.945375,1000.0055,38.45538764416128,45.55807883228272,1013.4255805874252,606.5883967755466,0.3934149394422864,0.283263979991147
0,LP_W_EFH,4,a,2015,1.75,1.25,1649.6029374999998,1000.0055,284.6644586409201,382.8343631826671,900.1362395136485,348.70870655539545,0.6512932113319422,0.4543315733434497
0,LP_W_EFH,4,a,2015,1.75,0.0,1649.6029374999998,1000.0055,0.0,0.0,1282.9507375,633.3533,0.3666501834239911,0.2222669417379112
0,LP_W_EFH,4,a,2015,2.0,2.0,1885.2605,1000.0055,352.1594747832508,516.4938375553861,992.5181007952908,271.5974635674265,0.7284040302104073,0.4735379536168657
0,LP_W_EFH,4,a,2015,1.75,1.75,1649.6029374999998,1000.0055,326.61948466172623,466.5703950668383,816.4129550688484,306.7664279739604,0.6932352592321138,0.5050851714012249
0,LP_W_EFH,4,a,2015,1.25,1.5,1178.2878125,1000.0055,285.78970771761067,386.5940392718081,451.8060886342817,374.3281076884791,0.6256739511047897,0.6165571061320965
0,LP_W_EFH,4,a,2015,2.5,0.5,2356.575625,1000.0055,161.4185597839753,198.01501532378657,1767.3437931572146,447.3701236970258,0.5526323368251216,0.2500373107452409
0,LP_W_EFH,4,a,2015,2.0,1.0,1885.2605,1000.0055,260.33616472513546,338.7778268248247,1170.227198175175,363.4138602748645,0.6365881384903738,0.3792755970990877
0,LP_W_EFH,4,a,2015,2.5,1.75,2356.575625,1000.0055,359.15599924769054,507.8679461291409,1457.516347636258,249.65816951770825,0.750343203594672,0.3815108956512872
0,LP_W_EFH,4,a,2015,2.25,2.25,2120.9180625,1000.0055,374.08991631490267,562.1465180902231,1174.4185869238747,241.56262619919556,0.7584387023879413,0.4462687608310777
0,LP_W_EFH,4,a,2015,1.25,0.25,1178.2878125,1000.0055,83.51290467974282,100.37285481072344,737.967961125507,576.5455987564876,0.4234575722268651,0.3736946497309993
0,LP_W_EFH,4,a,2015,0.25,0.1,235.6575625,1000.0055,22.82681427298345,27.314261823618537,27.430391311479067,796.2657763621143,0.2037386030755687,0.883600632118568
0,LP_W_EFH,4,a,2015,0.0,0.25,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,2.5,1.0,2356.575625,1000.0055,271.81227954251415,352.6826066975181,1612.6555063232397,336.95570847824365,0.6630461447679601,0.315678440693691
0,LP_W_EFH,4,a,2015,0.25,0.5,235.6575625,1000.0055,42.58619419123189,52.76499290649316,1.9931507499920795,776.5198869652534,0.2234843838706352,0.9915421736147676
0,LP_W_EFH,4,a,2015,1.75,1.0,1649.6029374999998,1000.0055,252.7015858286564,329.677778601756,953.3288934815904,380.70764875469,0.6192944451258617,0.4220858415017277
0,LP_W_EFH,4,a,2015,0.5,1.5,471.315125,1000.0055,164.0628882200668,203.946601345193,16.2876639411006,584.8617520662268,0.4151414646557175,0.9654420936711916
0,LP_W_EFH,4,a,2015,1.0,1.75,942.63025,1000.0055,283.0625870396845,370.89200455078407,251.6850984343811,396.88976594548063,0.6031124169362261,0.7329970065840969
0,LP_W_EFH,4,a,2015,0.5,1.0,471.315125,1000.0055,148.0222016610964,184.32606207215883,35.920716886791965,600.9149522978545,0.3990883527162055,0.923786199547931
0,LP_W_EFH,4,a,2015,0.1,2.5,94.263025,1000.0055,1.2569948780834013,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,2.25,1.5,2120.9180625,1000.0055,330.9802347921544,455.7391951199822,1280.8668366038153,284.7132344316431,0.7152883314825337,0.3960790568712433
0,LP_W_EFH,4,a,2015,1.25,2.0,1178.2878125,1000.0055,320.33135102512296,432.2847979688594,406.0876860786488,339.7588205223851,0.6602430481408501,0.655357815152952
0,LP_W_EFH,4,a,2015,2.25,2.5,2120.9180625,1000.0055,387.84025338230543,582.705933173877,1153.8998413249142,227.85295861648572,0.772148294567894,0.4559432249047979
0,LP_W_EFH,4,a,2015,0.5,2.0,471.315125,1000.0055,169.60261471010546,210.79224809539883,9.44201717961154,579.3220255649051,0.4206811606887111,0.9799666578075306
0,LP_W_EFH,4,a,2015,0.1,1.5,94.263025,1000.0055,1.2569948780834013,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,2.25,0.75,2120.9180625,1000.0055,219.5900016012208,277.2611273989302,1459.340370859601,396.0989341573106,0.6039032443748452,0.311929868172547
0,LP_W_EFH,4,a,2015,0.75,0.0,706.9726875,1000.0055,0.0,0.0,414.3362,707.3690124999999,0.2926348780081709,0.4139289857643899
0,LP_W_EFH,4,a,2015,1.0,0.5,942.63025,1000.0055,136.7954244520631,169.52703210553867,453.040468171837,543.1473258253126,0.4568556614685493,0.5193868771219288
0,LP_W_EFH,4,a,2015,0.5,0.25,471.315125,1000.0055,66.62995882060382,80.666503105649,139.55111785597677,682.278037141022,0.3177257153675434,0.7039112253060481
0,LP_W_EFH,4,a,2015,0.5,0.1,471.315125,1000.0055,33.280793488175355,39.55185582512892,180.6467159882504,715.6081533252038,0.2843957824979923,0.6167177618408695
0,LP_W_EFH,4,a,2015,0.0,0.5,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,1.5,0.0,1413.945375,1000.0055,0.0,0.0,1058.97225,645.032375,0.3549711726585502,0.2510515125098096
0,LP_W_EFH,4,a,2015,1.75,2.25,1649.6029374999998,1000.0055,361.1539678168676,515.4301990958886,767.576363108342,272.25515688736306,0.7277463405077641,0.5346902302007194
0,LP_W_EFH,4,a,2015,2.5,2.25,2356.575625,1000.0055,384.73602275984615,575.999806785622,1389.291709833348,223.9853688591239,0.7760158630536292,0.410461648208999
0,LP_W_EFH,4,a,2015,1.25,2.25,1178.2878125,1000.0055,331.23542535907694,446.768684329614,391.615356449464,328.866302920001,0.6711355058347169,0.6676403232767343
0,LP_W_EFH,4,a,2015,0.75,0.1,706.9726875,1000.0055,36.57887683820668,43.43120571655092,370.9125677116909,670.7977090900354,0.329205980277073,0.4753509233527626
0,LP_W_EFH,4,a,2015,0.1,1.25,94.263025,1000.0055,1.2569948780834013,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,2.0,0.1,1885.2605,1000.0055,38.20282936905032,45.22294209073802,1463.8026883588186,585.5678010805065,0.4144354195246861,0.2235541516099135
0,LP_W_EFH,4,a,2015,1.5,2.5,1413.945375,1000.0055,359.82556220196267,499.2575975910836,559.8137218794733,285.3058822685944,0.7146956869051275,0.6040768393337166
0,LP_W_EFH,4,a,2015,2.0,2.5,1885.2605,1000.0055,381.7531926165632,559.0618879068675,949.9887312192766,242.0424265095809,0.7579589047164431,0.4960968358381897
0,LP_W_EFH,4,a,2015,2.25,0.0,2120.9180625,1000.0055,0.0,0.0,1736.549125,615.6365625000001,0.3843668234824707,0.1812276222717113
0,LP_W_EFH,4,a,2015,2.25,0.5,2120.9180625,1000.0055,159.6113084919493,196.03410301453863,1540.5653728394002,456.0756048619896,0.5439269035400409,0.2736327724874566
0,LP_W_EFH,4,a,2015,2.25,1.75,2120.9180625,1000.0055,350.0407339681436,496.0498157215741,1240.595107890404,265.6916271438347,0.7343098341520774,0.4150669326527063
0,LP_W_EFH,4,a,2015,2.0,0.75,1885.2605,1000.0055,214.8339695958838,271.6584906475956,1237.4516394471086,409.02116049882034,0.5909810891051895,0.343617691323237
0,LP_W_EFH,4,a,2015,0.1,0.1,94.263025,1000.0055,1.2569948780834013,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,0.75,1.0,706.9726875,1000.0055,192.9991514113544,247.2158730859039,167.15534656699947,514.4048807415489,0.4855979484697344,0.7635618044056341
0,LP_W_EFH,4,a,2015,2.5,0.25,2356.575625,1000.0055,88.09684273035982,105.28534074196752,1860.021324008448,520.6396970200555,0.4793631664825288,0.210710106530764
0,LP_W_EFH,4,a,2015,2.0,0.25,1885.2605,1000.0055,87.02004934781303,104.19778504547516,1404.8349232303417,536.7576589280038,0.4632452932228834,0.2548324630838329
0,LP_W_EFH,4,a,2015,2.25,0.25,2120.9180625,1000.0055,87.5092628382019,104.68584761628988,1631.88194786534,528.1459701434281,0.4718569346434312,0.2305775613312548
0,LP_W_EFH,4,a,2015,0.5,0.0,471.315125,1000.0055,0.0,0.0,220.19289999999995,748.8832749999999,0.2511208438353589,0.5328117254883344
0,LP_W_EFH,4,a,2015,1.75,2.5,1649.6029374999998,1000.0055,373.10139698340106,532.1796494848833,750.7954609155528,260.27627591703515,0.739725155594609,0.5448629219505419
0,LP_W_EFH,4,a,2015,1.0,1.0,942.63025,1000.0055,214.2212100266324,282.8239634812492,339.7632164057165,465.7412198603333,0.5342613417022872,0.6395583354069992
0,LP_W_EFH,4,a,2015,1.25,2.5,1178.2878125,1000.0055,339.2661226097307,457.4035775922723,380.96729322495406,320.8224357074958,0.6791793288061957,0.6766772182624489
0,LP_W_EFH,4,a,2015,0.5,2.25,471.315125,1000.0055,170.9361539602997,212.41969583290225,7.814569442108307,577.9884863147108,0.4220146926044797,0.983419650616754
0,LP_W_EFH,4,a,2015,0.0,0.0,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,1.5,2.0,1413.945375,1000.0055,336.4106398405426,467.3992225286888,591.6787547085337,308.72746239667987,0.6912742355950242,0.581540584827378
0,LP_W_EFH,4,a,2015,0.25,2.25,235.6575625,1000.0055,44.17299491562297,54.6589497995477,0.092925,774.9268173839247,0.2250774446901294,0.9996056778360336
0,LP_W_EFH,4,a,2015,0.0,0.75,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,2.5,0.75,2356.575625,1000.0055,223.3733569937755,281.5887938647607,1683.7417894186171,385.3871012896026,0.6146150183277965,0.2855133645801767
0,LP_W_EFH,4,a,2015,0.75,2.0,706.9726875,1000.0055,249.49533770417383,317.6860161231171,96.68520329162574,457.908694210569,0.5420938242733974,0.8632405395553195
0,LP_W_EFH,4,a,2015,1.75,0.5,1649.6029374999998,1000.0055,154.0081958285291,189.718165065092,1093.29605592526,479.40858766182265,0.5205940490709073,0.337236839804512
0,LP_W_EFH,4,a,2015,0.0,1.25,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,0.25,1.75,235.6575625,1000.0055,44.17299491562297,54.6589497995477,0.092925,774.9268173839247,0.2250774446901294,0.9996056778360336
0,LP_W_EFH,4,a,2015,2.25,2.0,2120.9180625,1000.0055,363.6312652412775,530.8383095093404,1205.7616137757568,252.05609554381957,0.7479452907570813,0.4314907138116954
0,LP_W_EFH,4,a,2015,1.25,1.75,1178.2878125,1000.0055,305.79154952279293,413.08670325987794,425.30354992425856,354.31639116134363,0.6456855575680897,0.6390495213373358
0,LP_W_EFH,4,a,2015,1.25,1.25,1178.2878125,1000.0055,257.9093803057383,349.74309444338894,488.6663907940102,402.2177924316608,0.5977844197540305,0.5852741701900526
0,LP_W_EFH,4,a,2015,0.1,0.75,94.263025,1000.0055,1.2569948780834013,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,0.75,0.75,706.9726875,1000.0055,162.57695513503666,209.4287459413059,204.9388166094318,544.823419915701,0.4551795765966276,0.710117773666565
0,LP_W_EFH,4,a,2015,1.75,0.25,1649.6029374999998,1000.0055,86.28985429314915,103.4338350995476,1179.5560755683912,547.1026188747896,0.4529003901730643,0.2849454564163012
0,LP_W_EFH,4,a,2015,0.25,0.75,235.6575625,1000.0055,44.08053770554764,54.54489051243781,0.2069842871098908,775.0192745940001,0.2249849879885659,0.99912167347861
0,LP_W_EFH,4,a,2015,2.0,1.5,1885.2605,1000.0055,321.1190903142681,443.7288177036708,1065.371659121691,302.7263865110939,0.6972752784748745,0.4348941914808638
0,LP_W_EFH,4,a,2015,1.5,0.5,1413.945375,1000.0055,149.6949080553002,184.76881371047028,874.2508545054243,495.3848851605944,0.5046178394412887,0.3816940385653694
0,LP_W_EFH,4,a,2015,2.5,0.1,2356.575625,1000.0055,38.200760102881226,45.17898734073887,1920.1042453132245,570.5123475510821,0.4294907902495714,0.1852142469167632
0,LP_W_EFH,4,a,2015,1.0,0.0,942.63025,1000.0055,0.0,0.0,622.5158999999999,679.89115,0.3201125893807582,0.3395969416428129
0,LP_W_EFH,4,a,2015,1.5,0.75,1413.945375,1000.0055,202.514939485428,257.23718962608564,801.8016925153585,442.5840676560161,0.5574183665429678,0.4329330491177154
0,LP_W_EFH,4,a,2015,2.25,0.1,2120.9180625,1000.0055,38.13299102874741,45.11669707770287,1691.4428126282016,577.5139561771572,0.422489220132132,0.202494974919286
0,LP_W_EFH,4,a,2015,1.75,0.1,1649.6029374999998,1000.0055,38.39603784571198,45.46174422002712,1237.4934716705818,594.9617405448968,0.4050415317266786,0.249823431118507
0,LP_W_EFH,4,a,2015,0.0,2.25,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,0.1,2.0,94.263025,1000.0055,1.2569948780834013,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,2.5,1.25,2356.575625,1000.0055,309.5942461392914,413.5249964951482,1551.7818384032705,299.1424637591272,0.7008591815153743,0.3415098493165181
0,LP_W_EFH,4,a,2015,0.75,0.5,706.9726875,1000.0055,125.23997762645752,155.94536031498845,258.42697917728435,582.1651743658151,0.4178380275250334,0.6344597411660484
0,LP_W_EFH,4,a,2015,2.0,2.25,1885.2605,1000.0055,368.25308903886736,539.6502574576674,969.3778134968868,255.5199819156869,0.7444814234364842,0.4858122718335813
0,LP_W_EFH,4,a,2015,1.0,0.25,942.63025,1000.0055,80.8984687120305,97.36457564649425,525.1863771722782,599.027734106742,0.4009755605276751,0.4428500706695142
0,LP_W_EFH,4,a,2015,0.5,1.25,471.315125,1000.0055,158.56384298378126,197.18341658024903,23.0545482518099,590.3644968482778,0.4096387501385963,0.9510846416146524
0,LP_W_EFH,4,a,2015,0.25,1.25,235.6575625,1000.0055,44.17299491562297,54.6589497995477,0.092925,774.9268173839247,0.2250774446901294,0.9996056778360336
0,LP_W_EFH,4,a,2015,0.1,1.75,94.263025,1000.0055,1.2569948780834008,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,1.25,1.0,1178.2878125,1000.0055,229.4950935175879,301.52425911157377,536.8692133736905,430.6160664676764,0.569386301907663,0.5443649610237392
0,LP_W_EFH,4,a,2015,2.5,1.5,2356.575625,1000.0055,338.7865837831964,465.69157026699247,1499.6401641184495,269.97502560224564,0.7300264592522284,0.3636358841153466
0,LP_W_EFH,4,a,2015,0.0,1.75,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,0.0,1.5,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,0.25,0.0,235.6575625,1000.0055,0.0,0.0,54.7373375,819.0852749999999,0.1809192299442353,0.7677250968765325
0,LP_W_EFH,4,a,2015,1.5,1.5,1413.945375,1000.0055,296.00159961420667,412.0253271194093,647.086650761195,349.1705032663976,0.6508314171608081,0.542353854538974
0,LP_W_EFH,4,a,2015,0.0,2.0,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_W_EFH,4,a,2015,0.75,0.25,706.9726875,1000.0055,75.81676313719588,91.46484972363932,322.89870811728355,631.579607203727,0.3684238664650073,0.5432656539262932
0,LP_W_EFH,4,a,2015,2.5,2.5,2356.575625,1000.0055,392.3503966200656,604.5409536783092,1360.7436704164209,216.3641024746644,0.7836370875213542,0.4225758528685364
0,LP_W_EFH,4,a,2015,2.0,1.25,1885.2605,1000.0055,295.2690692118525,396.0717859549589,1113.016477064573,328.56419380767966,0.6714376132854473,0.4096219185281963
0,LP_W_EFH,4,a,2015,0.1,0.5,94.263025,1000.0055,1.2569948780834013,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,1.25,0.5,1178.2878125,1000.0055,144.5950990825984,178.873319640453,659.5105927565297,515.5065008143843,0.4844963344557761,0.4402805615401969
0,LP_W_EFH,4,a,2015,0.1,1.0,94.263025,1000.0055,1.2569948780834013,1.66015423807279,0.009325,906.1549593599892,0.0938500244648759,0.9999010746790696
0,LP_W_EFH,4,a,2015,2.25,1.25,2120.9180625,1000.0055,303.2667861775497,405.6426317281076,1331.0315556429275,312.4948386934853,0.6875068800186745,0.3724266961666616
